-7196	1
-6922	1
-6814	1
-6346	1
-6344	1
-6255	1
-6224	1
-6186	1
-5969	1
-5936	1
-5931	1
-5892	1
-5873	1
-5872	1
-5871	1
-5855	1
-5845	1
-5821	1
-5805	1
-5772	1
-5754	1
-5722	1
-5712	2
-5704	1
-5690	1
-5660	1
-5655	1
-5648	1
-5632	1
-5618	1
-5601	1
-5595	1
-5548	1
-5547	1
-5516	1
-5496	1
-5474	1
-5473	1
-5466	1
-5434	1
-5402	1
-5375	1
-5360	1
-5357	1
-5344	1
-5342	1
-5335	1
-5325	1
-5320	1
-5310	1
-5290	1
-5289	2
-5261	1
-5254	1
-5249	1
-5243	1
-5242	1
-5233	1
-5226	1
-5204	1
-5202	1
-5200	2
-5191	1
-5181	1
-5175	1
-5173	1
-5164	1
-5143	2
-5136	1
-5131	2
-5116	1
-5113	1
-5102	1
-5093	1
-5074	1
-5051	1
-5043	1
-5036	1
-5033	1
-5031	1
-5029	1
-5021	1
-5004	1
-4986	1
-4978	1
-4976	1
-4975	1
-4958	1
-4956	1
-4949	1
-4947	1
-4929	2
-4926	1
-4925	1
-4923	1
-4918	1
-4915	1
-4912	1
-4911	1
-4908	1
-4905	1
-4904	1
-4900	1
-4894	1
-4893	3
-4891	1
-4886	1
-4884	1
-4874	1
-4865	1
-4861	1
-4844	1
-4843	1
-4840	1
-4839	1
-4838	1
-4837	1
-4833	1
-4829	2
-4826	1
-4820	1
-4818	1
-4817	1
-4815	1
-4811	1
-4810	1
-4793	1
-4787	1
-4786	1
-4785	1
-4780	1
-4764	1
-4763	1
-4760	1
-4750	2
-4749	1
-4747	1
-4744	1
-4743	1
-4738	1
-4734	1
-4733	1
-4729	1
-4724	1
-4723	1
-4722	1
-4718	1
-4711	1
-4708	1
-4703	1
-4702	1
-4701	2
-4697	2
-4696	1
-4692	1
-4691	1
-4690	3
-4687	1
-4683	1
-4680	1
-4677	1
-4675	1
-4674	2
-4673	1
-4671	1
-4663	1
-4659	1
-4657	1
-4651	1
-4649	2
-4642	1
-4639	1
-4633	1
-4628	1
-4625	1
-4624	2
-4623	2
-4622	1
-4617	1
-4606	1
-4604	1
-4602	1
-4599	2
-4596	1
-4594	1
-4592	1
-4588	2
-4587	1
-4585	1
-4583	1
-4580	1
-4579	1
-4578	2
-4576	1
-4574	1
-4572	1
-4570	1
-4568	1
-4564	1
-4556	2
-4549	1
-4548	1
-4547	1
-4542	1
-4539	2
-4538	1
-4535	2
-4534	1
-4533	1
-4531	2
-4528	1
-4526	1
-4524	1
-4521	1
-4520	1
-4519	1
-4514	1
-4513	1
-4512	1
-4511	1
-4508	1
-4500	1
-4499	1
-4494	1
-4493	1
-4492	1
-4489	3
-4483	1
-4474	1
-4472	1
-4470	1
-4467	1
-4462	1
-4459	1
-4457	1
-4455	1
-4453	1
-4450	2
-4449	1
-4448	1
-4445	1
-4443	2
-4441	2
-4440	2
-4439	2
-4437	2
-4436	2
-4435	1
-4434	1
-4432	1
-4420	1
-4419	1
-4413	1
-4412	1
-4404	3
-4402	2
-4401	1
-4397	2
-4395	1
-4393	2
-4390	1
-4388	1
-4387	1
-4385	1
-4382	2
-4380	1
-4379	1
-4376	1
-4373	1
-4372	1
-4370	1
-4364	2
-4363	1
-4359	1
-4356	1
-4355	3
-4354	2
-4349	1
-4347	1
-4345	3
-4344	1
-4343	1
-4342	1
-4341	1
-4338	1
-4337	2
-4333	1
-4332	2
-4330	1
-4329	1
-4326	1
-4324	1
-4322	1
-4318	1
-4316	2
-4315	1
-4314	1
-4313	1
-4312	1
-4310	1
-4308	1
-4303	2
-4302	1
-4301	1
-4299	1
-4298	1
-4297	2
-4296	1
-4294	1
-4291	1
-4289	1
-4286	1
-4285	1
-4283	2
-4282	1
-4281	1
-4280	1
-4278	2
-4277	1
-4274	2
-4270	1
-4269	1
-4268	2
-4265	1
-4262	1
-4258	1
-4257	4
-4256	1
-4255	1
-4254	1
-4253	1
-4251	1
-4249	2
-4247	1
-4246	2
-4245	1
-4244	1
-4243	1
-4242	1
-4241	4
-4238	1
-4232	2
-4231	1
-4229	1
-4227	2
-4226	1
-4221	1
-4220	1
-4219	2
-4218	2
-4217	2
-4216	2
-4215	1
-4214	1
-4213	1
-4208	2
-4207	1
-4206	1
-4205	1
-4204	2
-4201	1
-4200	1
-4199	1
-4196	2
-4195	2
-4194	2
-4193	3
-4192	2
-4191	1
-4190	2
-4186	2
-4185	1
-4182	1
-4181	1
-4180	4
-4178	3
-4177	2
-4175	1
-4173	1
-4172	2
-4169	3
-4168	1
-4167	1
-4164	1
-4163	2
-4162	1
-4160	2
-4159	3
-4154	2
-4153	3
-4151	1
-4150	3
-4149	1
-4147	1
-4139	1
-4138	1
-4135	2
-4134	2
-4133	1
-4132	1
-4131	1
-4130	1
-4129	1
-4128	1
-4126	1
-4125	1
-4124	1
-4121	1
-4120	1
-4119	3
-4118	3
-4117	2
-4115	3
-4114	1
-4111	2
-4110	2
-4109	2
-4108	1
-4107	2
-4106	1
-4104	2
-4103	2
-4102	1
-4100	2
-4099	2
-4098	1
-4097	1
-4096	2
-4095	2
-4094	2
-4091	3
-4090	2
-4089	1
-4087	1
-4085	1
-4084	1
-4082	1
-4081	1
-4080	1
-4079	1
-4078	1
-4077	2
-4076	2
-4070	3
-4068	2
-4066	2
-4065	1
-4062	1
-4058	1
-4056	1
-4055	4
-4054	1
-4053	2
-4052	2
-4051	2
-4050	1
-4049	1
-4047	1
-4045	1
-4043	2
-4042	1
-4038	1
-4037	1
-4036	1
-4035	3
-4034	2
-4033	1
-4032	1
-4031	1
-4026	1
-4025	1
-4024	1
-4022	2
-4021	2
-4018	3
-4015	1
-4014	1
-4013	2
-4011	1
-4010	2
-4009	1
-4007	1
-4006	1
-4005	1
-4003	2
-4002	1
-4001	2
-3999	1
-3998	1
-3997	1
-3996	1
-3995	2
-3994	2
-3993	3
-3992	1
-3991	1
-3990	2
-3989	1
-3986	1
-3985	1
-3984	2
-3983	1
-3980	2
-3977	2
-3976	5
-3975	2
-3974	2
-3971	2
-3970	2
-3969	1
-3967	1
-3966	1
-3965	2
-3964	1
-3962	3
-3960	1
-3959	1
-3957	2
-3956	2
-3952	1
-3951	1
-3950	1
-3949	1
-3948	1
-3945	2
-3944	1
-3943	1
-3942	1
-3940	2
-3938	1
-3936	1
-3934	1
-3930	3
-3928	2
-3925	2
-3922	2
-3921	1
-3919	1
-3917	2
-3916	1
-3913	1
-3912	1
-3911	1
-3910	3
-3909	1
-3908	1
-3907	3
-3906	2
-3904	2
-3903	2
-3901	2
-3899	3
-3897	3
-3895	1
-3892	2
-3891	2
-3890	3
-3889	1
-3888	1
-3886	3
-3885	2
-3884	2
-3883	1
-3882	1
-3881	2
-3880	2
-3879	1
-3878	1
-3876	4
-3875	1
-3874	1
-3872	1
-3871	2
-3869	2
-3868	2
-3867	2
-3865	1
-3863	1
-3862	1
-3860	1
-3859	2
-3856	2
-3855	1
-3853	2
-3851	1
-3850	2
-3849	3
-3847	2
-3846	3
-3845	4
-3843	5
-3842	4
-3841	2
-3839	1
-3838	2
-3837	1
-3836	3
-3835	3
-3834	4
-3832	1
-3831	4
-3830	5
-3829	3
-3827	1
-3826	2
-3825	3
-3824	2
-3823	3
-3822	1
-3821	1
-3820	3
-3818	2
-3817	3
-3816	3
-3815	2
-3814	3
-3813	3
-3812	2
-3811	2
-3810	2
-3809	3
-3808	1
-3807	5
-3806	2
-3804	1
-3803	2
-3802	2
-3801	2
-3800	2
-3799	2
-3798	2
-3797	1
-3793	3
-3792	1
-3791	4
-3790	2
-3789	3
-3788	4
-3787	3
-3786	2
-3785	1
-3784	2
-3783	2
-3782	1
-3781	2
-3780	2
-3779	1
-3778	1
-3777	2
-3776	3
-3774	1
-3773	3
-3772	1
-3771	2
-3769	2
-3768	3
-3766	5
-3764	3
-3763	2
-3762	2
-3761	1
-3760	2
-3759	1
-3758	2
-3757	1
-3755	3
-3753	3
-3752	1
-3751	2
-3750	1
-3749	1
-3747	1
-3746	1
-3745	2
-3744	2
-3743	2
-3742	2
-3741	1
-3740	4
-3739	1
-3738	1
-3737	3
-3736	2
-3735	1
-3734	2
-3733	4
-3731	2
-3730	1
-3729	1
-3728	2
-3727	2
-3726	2
-3725	2
-3724	2
-3723	1
-3721	5
-3720	1
-3719	4
-3718	1
-3717	2
-3716	5
-3715	1
-3713	1
-3712	2
-3711	1
-3710	2
-3709	2
-3708	1
-3707	1
-3704	3
-3703	3
-3702	2
-3701	3
-3700	1
-3699	2
-3697	1
-3696	2
-3695	2
-3694	2
-3693	2
-3692	2
-3690	2
-3689	3
-3688	4
-3687	2
-3686	2
-3685	2
-3683	2
-3682	1
-3681	2
-3680	1
-3679	3
-3677	1
-3676	4
-3675	1
-3674	2
-3672	2
-3671	2
-3670	1
-3667	2
-3666	2
-3665	2
-3663	2
-3661	2
-3660	2
-3659	2
-3658	5
-3657	2
-3656	3
-3654	1
-3653	3
-3652	2
-3650	3
-3649	4
-3647	1
-3646	3
-3645	4
-3644	5
-3643	4
-3642	6
-3641	2
-3640	2
-3639	3
-3638	3
-3637	4
-3636	2
-3635	1
-3634	2
-3633	2
-3632	3
-3631	1
-3629	1
-3628	2
-3627	3
-3626	3
-3624	1
-3622	3
-3621	1
-3620	3
-3619	2
-3618	3
-3617	2
-3616	4
-3615	2
-3614	4
-3610	4
-3609	1
-3608	3
-3607	1
-3606	2
-3605	3
-3604	3
-3603	2
-3602	1
-3601	3
-3600	5
-3599	2
-3598	3
-3597	3
-3596	2
-3595	2
-3592	2
-3591	3
-3590	4
-3589	2
-3588	5
-3587	3
-3586	2
-3585	4
-3584	1
-3583	3
-3582	2
-3581	4
-3580	3
